kr,en
"감량기기 설치 보조금 신청은 영수증(판매점명, 판매책임자, 상품명, 구입 연월일이 명기되어 있는 것)을 신청서와 함께 제출하여야 한다.","The application for subsidy for installation of weight-reduction devices shall be accompanied by a receipt (the name of the store, the person in charge of sale, the name of the product, and the date of purchase)."
감량기기 사용가구에는 음식물류폐기물 수집·운반·처리 수수료 중 일부를 경감할 수 있다.,"Some of the fees for collection, transportation, and disposal of food waste may be reduced for households using appliances for weight-reduction devices."
"강좌 수강생에게 수강료를 징수하되, 수강료는 별표3과 같고 세부기준은 따로 정한다.","Course tuition fees shall be collected from course students, but tuition fees shall be as specified in attached Table 3, and detailed standards shall be determined separately."
강좌 개설 시 수강자가 납부하여야 할 수강료는 조례 제13조제3항 별표의 기준에 따라 정한다.,Course tuition fees to be paid by attendees at the time of course opening shall be determined in accordance with the criteria set forth in Article 13 (3) of the Ordinance.
강좌 개시 이후에 수강 신청을 취소한 경우 수강료 반환 기준은 별표 3과 같다.,"Where a student withdraws from a course after the commencement of the course, the criteria for refund of the tuition fees shall be as specified in attached Table 3."
"강좌 운영에 따른 수강료 이외의 재료비, 교재비, 행사비 등의 제비용은 수익자 부담으로 한다.","Costs of materials, teaching materials, event expenses, etc. other than tuition fees for course management shall be borne by the beneficiary."
"강좌의 강사는 자원봉사자로 하되, 강좌의 내용에 따라 실비로 강사를 활용할 수 있으며, 수강료는 별표 5와 같다.","A lecturer of a course shall be a volunteer, but it is possible to utilize a lecturer at actual expenses according to the contents of the course, and the tuition fee is as specified in attached Table 5."
강남구 대책본부장은 전문성이 필요한 시설물의 위험도 평가에 관하여 해당 시설물 소유자 또는 관리기관의 장에게 평가의 실시를 요청할 수 있다.,The head of the Gangnam-gu Countermeasures Headquarters may request the owner of the relevant facilities or the head of the management institution to conduct an assessment on the risk assessment of facilities requiring expertise.
강남구 대책본부장은 지진피해 시설물의 중요도에 따라 위험도 평가 우선순위를 정할 수 있다.,The head of the Gangnam-gu Countermeasures Headquarters may determine the priority order of risk assessment according to the importance of earthquake-damaged facilities.
강남구 사전재해영향성검토위원회(이하 “검토위원회”라 한다)는 위원장 1명을 포함한 10명 이상 20명 이하의 위원으로 구성한다.,"The Gangnam-gu Committee for pre-disaster impact assessment (hereinafter referred to as the ""Assessment Committee"") shall be comprised of not less than 10 but not more than 20 members, including one Chairperson."
강남구 본청 및 산하기관의 시설물 관리부서에서는 강남구 주요 공공시설물(이하 “공공시설물”이라 한다)이 제 기능을 발휘하여 주민편의 증진에 도움이 될 수 있도록 보호·관리에 대한 성실의무를 다하여야 한다.,"The facility management department of Gangnam-gu's main office and the affiliated agencies shall fulfill their duty of integrity in protection and management so that the major public facilities (hereinafter referred to as ""public facilities"") in Gangnam-gu may function properly to help enhance the convenience of residents."
"강남구의 추천으로 재단이 신규보증을 지원할 때에는 강남구 내에 소재하였으나, 그 이후 사업장 이전 등으로 강남구 내에 소재하지 아니하더라도 제1항의 총액한도에는 포함되는 것으로 한다.","When the foundation supports a new guarantee upon the recommendation of Gangnam-gu, it shall be included in the gross amount under paragraph (1) even though it was located in Gangnam-gu but no longer is due to a relocation of the place of business, etc."
"강남구의 재정지원을 받은 사회적기업 등은 지원금을 사업계획 외의 용도로 사용할 수 없으며, 사업계획 외의 용도로 사용한 사실이 발견된 경우에는 지원금의 전부 또는 일부를 반환하여야 한다.","Social enterprises, etc., which have received financial support from Gangnam-gu shall not use the subsidy for purposes other than the project plan, and where it is found that the subsidy has been used for purposes other than the project plan, it shall fully or partially return the subsidy."
